link,keywords,keyphrase,popular words
https://futurice.com/blog/an-organizational-guide-to-machine-learning-business-cases-sanoma,"['customer', 'business', 'learn', 'sanoma', 'analytic']","['ml business', 'learning ml', 'data business', 'ml development']","[('sanoma', 44), ('business', 43), ('ml', 33), ('solution', 30), ('value', 26), ('impact', 21), ('development', 21), ('datum', 19), ('team', 17), ('case', 16)]"
https://futurice.com/blog/futustories-meet-joel-senior-software-engineer,"['develop', 'abroad', 'project', 'environment', 'migrant']","['skills migrants', 'developer munich', 'engage projects', 'software developer']","[('munich', 12), ('project', 11), ('like', 8), ('place', 8), ('work', 8), ('culture', 7), ('silicon', 7), ('valley', 7), ('people', 7), ('company', 7)]"
https://futurice.com/blog/climate-focused-partnerships-and-rapid-co-creation-will-drive-the-e-mobility,"['mobility', 'emission', 'transition', 'climate', 'globalisation']","['mobility climate', 'future mobility', 'mobility revolution', 'ecosystem mobility']","[('mobility', 25), ('e', 15), ('need', 15), ('datum', 13), ('new', 12), ('customer', 10), ('industry', 10), ('experience', 10), ('creation', 9), ('people', 9)]"
https://futurice.com/blog/time-to-rebuild-the-travel-industry-is-now,"['travel', 'sustainability', 'innovate', 'digitalization', 'airline']","['digitalization travel', 'rebuild travel', 'journey digitalization', 'travel industry']","[('customer', 13), ('travel', 12), ('experience', 9), ('service', 7), ('need', 6), ('industry', 5), ('business', 5), ('create', 5), ('new', 5), ('possibility', 4)]"
https://futurice.com/blog/taking-the-high-road-towards-sustainable-mobility,"['mobility', 'sustainability', 'infrastructure', 'organisation', 'journey']","['sustainable mobility', 'mobility sustainable', 'mobility business', 'organisations mobility']","[('mobility', 32), ('sustainable', 16), ('sustainability', 16), ('new', 16), ('design', 15), ('service', 15), ('centric', 12), ('business', 10), ('change', 10), ('people', 10)]"
https://futurice.com/blog/futucare-taking-care-of-your-software,"['maintenance', 'customer', 'service', 'futucare', 'manage']","['service futucare', 'maintaining customer', 'continuous services', 'maintenance services']","[('service', 19), ('development', 9), ('customer', 7), ('maintenance', 6), ('futucare', 5), ('software', 5), ('continuous', 4), ('happy', 4), ('client', 4), ('need', 4)]"
https://futurice.com/blog/cabin-in-the-lowcode-woods,"['tool', 'developer', 'codecamp', 'digitalization', 'prototype']","['code technologies', 'new tools', 'digital development', 'development platforms']","[('platform', 52), ('code', 24), ('user', 17), ('datum', 16), ('service', 14), ('development', 13), ('require', 13), ('cost', 13), ('build', 12), ('external', 12)]"
https://futurice.com/blog/how-to-achieve-data-mesh-teams-and-culture,"['organisation', 'organisational', 'infrastructure', 'agile', 'culture']","['mesh organisations', 'data governance', 'mesh teams', 'data mesh']","[('datum', 33), ('team', 29), ('mesh', 25), ('domain', 19), ('small', 9), ('product', 9), ('need', 9), ('way', 8), ('organisation', 8), ('start', 7)]"
https://futurice.com/blog/futustories-phil-and-what-they-love-about-their-job-as-senior-tech-consultant,"['coffee', 'maker', 'idea', 'client', 'tangible']","['making coffees', 'coffees teammates', 'making coffee', 'maker making']","[('work', 9), ('like', 7), ('people', 7), ('futurice', 7), ('make', 5), ('want', 5), ('thing', 5), ('love', 4), ('client', 4), ('team', 4)]"
https://futurice.com/blog/the-role-of-technology-in-data-mesh-architecture,"['cloud', 'architectural', 'infrastructure', 'datum', 'mesh']","['data infrastructure', 'data landscape', 'data mesh', 'cloud technologies']","[('datum', 54), ('domain', 28), ('team', 27), ('mesh', 24), ('technology', 18), ('data', 18), ('product', 18), ('infrastructure', 17), ('share', 13), ('platform', 13)]"
https://futurice.com/blog/open-sourcing-futulog,"['futulog', 'log', 'office', 'register', 'github']","['futulog internally', 'futulog uses', 'futulog open', 'license futulog']","[('office', 16), ('futulog', 7), ('people', 7), ('use', 7), ('allow', 6), ('page', 6), ('case', 5), ('open', 4), ('license', 4), ('want', 4)]"
https://futurice.com/blog/have-you-tried-deno-yet,"['node_module', 'node', 'typescript', 'deno', 'javascript']","['node js', 'node_modules deno', 'node deno', 'node_modules npm']","[('deno', 28), ('code', 14), ('file', 12), ('install', 9), ('try', 8), ('let', 8), ('need', 7), ('score', 7), ('library', 7), ('node', 6)]"
https://futurice.com/blog/futustories-meet-joana-design-lead-stuttgart,"['design', 'designer', 'art', 'creativity', 'stuttgart']","['designers future', 'future designers', 'design director', 'design services']","[('design', 14), ('people', 9), ('experience', 7), ('work', 7), ('human', 6), ('different', 6), ('feel', 6), ('find', 6), ('communication', 5), ('team', 5)]"
https://futurice.com/blog/futurices-new-subsidiary-recordly,"['datum', 'database', 'digitalization', 'recordlydata', 'futurice']","['data business', 'data futurice', 'data company', 'data engineering']","[('datum', 22), ('recordly', 15), ('business', 13), ('company', 10), ('futurice', 8), ('\n', 8), ('engineering', 7), ('data', 5), ('management', 5), ('opportunity', 5)]"
https://futurice.com/blog/simo-leisti-appointed-as-futurice-group-ceo,"['ceo', 'simo', 'leisti', 'innovation', 'fujitsu']","['ceo simo', 'simo leadership', 'new ceo', 'simo leisti']","[('company', 14), ('futurice', 11), ('simo', 9), ('leisti', 9), ('ceo', 8), ('continue', 7), ('lead', 7), ('growth', 6), ('group', 5), ('moisala', 5)]"
https://futurice.com/blog/introducing-the-futurice-inclusion-canvas,"['inclusive', 'capability', 'organisation', 'collaborative', 'service']","['creating inclusive', 'inclusion organization', 'inclusive products', 'inclusive workplace']","[('team', 17), ('diverse', 16), ('inclusion', 15), ('canvas', 15), ('service', 14), ('diversity', 12), ('product', 11), ('create', 10), ('tool', 10), ('inclusive', 9)]"
https://futurice.com/blog/verification-of-zero-downtime-deployments-using-github-actions,"['downtime', 'deployment', 'serverless', 'timeout', 'automate']","['downtime deployments', 'downtime deploying', 'downtime deployment', 'zero downtime']","[('load', 24), ('downtime', 15), (' ', 14), ('testing', 13), ('application', 13), ('job', 11), ('deployment', 10), ('run', 10), ('code', 9), ('start', 9)]"
https://futurice.com/blog/minimum-viable-iot-platform,"['dynamodb', 'serverless', 'iot', 'aw', 'nosql']","['dynamodb serverless', 'framework dynamodb', 'serverless framework', 'leveraging serverless']","[('user', 17), ('system', 14), ('time', 13), ('datum', 13), ('dynamodb', 11), ('sensor', 10), ('function', 10), ('measurement', 10), ('database', 9), ('value', 9)]"
https://futurice.com/blog/halfway-through-the-year-how-are-we-doing-on-our-diversity-equity-and,"['inclusiveness', 'diversity', '2021', 'initiative', 'gender']","['inclusion goals', 'goals diversity', 'diversity goal', 'gender diversity']","[('goal', 25), ('work', 18), ('leadership', 10), ('tech', 10), ('gender', 10), ('dei', 9), ('term', 9), ('people', 9), ('year', 8), ('inclusive', 8)]"
https://futurice.com/blog/building-an-aws-serverless-system-integration-testing-and-accessing-private,"['test', 'serverless', 'untestable', 'vpc', 'aw']","['integration testing', 'tests integration', 'aws serverless', 'serverless integration']","[('test', 71), (' ', 27), ('run', 18), ('instance', 18), ('github', 14), ('create', 13), ('database', 13), ('command', 13), ('testing', 12), ('private', 12)]"
https://futurice.com/blog/building-an-aws-serverless-system-provisioned-concurrency-zero-downtime,"['lambda', 'serverless', 'downtime', 'aw', 'concurrency']","['aws lambda', 'lambdas temporarily', 'serverless downtime', 'aws serverless']","[('lambda', 41), ('concurrency', 21), ('provisioned', 20), ('api', 19), ('gateway', 17), (' ', 14), ('downtime', 13), ('need', 13), ('lambdas', 11), ('aws', 10)]"
https://futurice.com/blog/building-an-aws-serverless-system-conveniently,"['serverless', 'aw', 'cloudfront', 'api', 'service']","['aws serverless', 'service aws', 'serverless service', 'aws easy']","[('environment', 35), ('production', 20), (' ', 18), ('create', 15), ('terraform', 14), ('test', 14), ('system', 13), ('resource', 13), ('aws', 12), ('way', 11)]"
https://futurice.com/blog/a-guide-to-accessible-design-for-connected-products-and-services,"['accessibility', 'accessible', 'device', 'design', 'touchpoint']","['products accessibility', 'designing accessibility', 'accessible experiences', 'accessible design']","[('accessibility', 26), ('product', 20), ('accessible', 14), ('design', 13), ('user', 13), ('service', 12), ('disability', 10), ('technology', 9), ('designer', 9), ('\n', 9)]"
https://futurice.com/blog/helping-the-health-sector-evolve-with-digital-innovation-tools,"['medtech', 'innovation', 'healthcare', 'innovate', 'service']","['new medtech', 'medtech comes', 'innovation increasingly', 'innovation tools']","[('health', 29), ('kit', 28), ('connected', 15), ('problem', 13), ('help', 12), ('work', 12), ('service', 10), ('design', 10), ('case', 10), ('way', 10)]"
https://futurice.com/blog/case-study-how-to-test-a-service-under-production-load-before-production,"['test', 'nodejs', 'runtime', 'production', 'typescript']","['testing production', 'tests running', 'testing service', 'production run']","[('api', 47), ('data', 37), ('traffic', 29), ('new', 26), ('request', 25), ('production', 20), ('old', 17), ('client', 16), ('application', 15), ('load', 14)]"
https://futurice.com/blog/why-do-many-companies-struggle-with-platform-ecosystems,"['ecosystem', 'business', 'stakeholder', 'platform', 'organisation']","['platform ecosystems', 'platform ecosystem', 'ecosystem businesses', 'business ecosystem']","[('ecosystem', 65), ('company', 39), ('business', 32), ('platform', 29), ('datum', 14), ('\n', 14), ('value', 12), ('e.g.', 12), ('challenge', 10), ('clear', 9)]"
https://futurice.com/blog/the-knowledge-centric-organisation,"['organisation', 'knowledge', 'nordic', 'innovate', 'capability']","['nordic organisations', 'organisational knowledge', 'nordic organizations', 'workplaces nordics']","[('knowledge', 25), ('work', 15), ('organisation', 10), ('culture', 8), ('need', 8), ('know', 7), ('future', 7), ('people', 6), ('survey', 5), ('develop', 5)]"
https://futurice.com/blog/celebrating-our-people-certified-in-accessibility,"['accessibility', 'accessible', 'disability', 'awareness', 'celebrate']","['accessibility awareness', 'awareness accessibility', 'accessibility certification', 'dedicated accessibility']","[('accessibility', 24), ('\n', 11), ('certification', 10), ('people', 7), ('use', 7), ('certify', 6), ('program', 6), ('web', 6), ('iaap', 6), ('exam', 5)]"
https://futurice.com/blog/vr-ohjus-runs-on-data-and-design,"['datum', 'railroad', 'ohju', 'vr', 'manage']","['experiences data', 'data experiences', 'train service', 'vr ohjus']","[('user', 18), ('datum', 12), ('design', 9), ('train', 9), ('service', 9), ('ohjus', 8), ('  ', 8), ('project', 8), ('need', 8), ('data', 7)]"
https://futurice.com/blog/satellite-monitoring-of-electricity-networks,"['satellite', 'satellite', 'monitor', 'availability', 'earthcache']","['satellite data', 'monitoring satellite', 'data satellites', 'satellite monitoring']","[('datum', 29), ('satellite', 28), ('image', 24), ('vegetation', 21), ('area', 20), ('resolution', 12), ('monitoring', 9), ('pixel', 9), ('use', 8), ('change', 7)]"
https://futurice.com/blog/the-great-adventure-one-futuriceans-career-journey-through-our-offices,"['nadia', 'futuricean', 'career', 'experience', 'journey']","['nadia experiences', 'futurice nadia', 'business nadia', 'nadia worked']","[('nadia', 33), ('futurice', 24), ('office', 15), ('work', 13), ('business', 12), ('company', 12), ('munich', 12), ('people', 12), ('career', 10), ('time', 10)]"
https://futurice.com/blog/bridging-sectors-with-james-buxton,"['ev', 'tesla', 'customer', 'audi', 'sector']","['ev infrastructure', 'ev fleets', 'ev fleet', 'choosing evs']","[('fleet', 32), ('energy', 21), ('vehicle', 20), ('challenge', 15), ('ev', 13), ('need', 12), ('manager', 11), ('provider', 11), ('charge', 10), ('adoption', 10)]"
https://futurice.com/blog/bridging-sectors-imogen-pierce,"['sustainability', 'infrastructure', 'electrification', 'mobility', 'city']","['drives cities', 'energy mobility', 'community mobility', 'sustainability solutions']","[('city', 21), ('mobility', 15), ('datum', 14), ('public', 13), ('need', 13), ('route', 12), ('vehicle', 10), ('energy', 10), ('charge', 10), ('bus', 8)]"
https://futurice.com/blog/experiences-of-data-driven-design-futurice-exponential,"['futurice', 'knowledge', 'datum', 'organizational', 'design']","['experiences data', 'design futurice', 'design data', 'data driven']","[('design', 13), ('work', 13), ('datum', 13), ('user', 13), ('data', 10), ('designer', 9), ('search', 7), ('scientist', 6), ('numan', 6), ('product', 6)]"
https://futurice.com/blog/bridging-sectors-with-jacqui-murray,"['electrification', 'faraday', 'battery', 'researcher', 'sector']","['faraday institution', 'battery technologies', 'discuss batteries', 'collaborators battery']","[('battery', 43), ('uk', 30), ('technology', 18), ('energy', 14), ('industry', 13), ('see', 13), ('challenge', 11), ('faraday', 11), ('need', 10), ('grid', 10)]"
https://futurice.com/blog/how-to-get-remote-onboarding-right,"['onboarde', 'onboarde', 'remotely', 'welcome', 'tip']","['onboarding challenging', 'experience onboarding', 'onboarding people', 'remote onboarding']","[('onboarding', 15), ('help', 11), ('work', 10), ('new', 8), ('remote', 7), ('newbie', 7), ('day', 6), ('company', 6), ('like', 6), ('face', 6)]"
https://futurice.com/blog/data-portrait-postcards,"['postcard', 'postcard', 'communication', 'personalize', 'innovative']","['reinventing postcard', 'postcard innovative', 'ordinary postcard', 'postcard like']","[('postcard', 19), ('data', 16), ('portrait', 15), ('datum', 13), ('time', 9), ('personal', 8), ('sender', 7), ('way', 7), ('design', 7), ('simple', 6)]"
https://futurice.com/blog/how-spice-program-supported-my-creation-of-235,"['rust', 'cli', 'program', 'finnish', 'spice']","['rust developers', 'software rust', 'rust project', 'rust program']","[('235', 11), ('rust', 11), ('open', 9), ('source', 9), ('project', 9), ('thing', 9), ('work', 8), ('program', 7), ('language', 7), ('code', 7)]"
https://futurice.com/blog/bridging-sectors-lucy-yu,"['infrastructure', 'mobility', 'energy', 'emission', 'net']","['energy mobility', 'technology energy', 'energy infrastructure', 'future energy']","[('energy', 28), ('system', 15), ('net', 11), ('zero', 11), ('customer', 9), ('solution', 9), ('mobility', 8), ('smart', 8), ('change', 7), ('need', 7)]"
https://futurice.com/blog/bridging-sectors-carl-bayliss,"['ev', 'eco', 'renewable', 'infrastructure', 'centrica']","['ev infrastructure', 'demand ev', 'ev energy', 'supply ev']","[('ev', 27), ('energy', 26), ('customer', 21), ('vehicle', 12), ('evs', 12), ('need', 11), ('supplier', 11), ('grid', 10), ('car', 10), ('environment', 9)]"
https://futurice.com/blog/future-is-where-design-meets-data,"['innovate', 'future', 'design', 'datum', 'ibm']","['data capabilities', 'data embracing', 'data designers', 'future data']","[('datum', 22), ('design', 16), ('data', 7), ('work', 7), ('designer', 7), ('future', 6), ('company', 6), ('service', 6), ('start', 5), ('business', 5)]"
https://futurice.com/blog/when-should-organizations-consider-data-mesh,"['mesh', 'datum', 'architectural', 'insight', 'benefit']","['data mesh', 'mesh benefits', 'mesh data', 'mesh architectural']","[('datum', 95), ('mesh', 54), ('data', 50), ('platform', 31), ('team', 23), ('domain', 18), ('architecture', 17), ('approach', 16), ('business', 15), ('organization', 12)]"
https://futurice.com/blog/smart-mobility-series-sustainable-mobility,"['sustainability', 'mobility', 'infrastructure', 'renewable', 'electrification']","['sustainability mobility', 'sustainable mobility', 'mobility sector', 'green infrastructure']","[('mobility', 25), ('sustainable', 22), ('solution', 20), ('sustainability', 19), ('chris', 19), ('infrastructure', 17), ('sector', 15), ('ev', 15), ('option', 14), ('charge', 12)]"
https://futurice.com/blog/im-certified-professional-growth-and-development-at-futurice,"['certification', 'train', 'azure', 'development', 'futurice']","['cloud certification', 'certifications futurice', 'development certifications', 'getting certified']","[('program', 8), ('learning', 6), ('certification', 6), ('cloud', 6), ('futurice', 5), ('learn', 5), ('work', 5), ('certify', 4), ('people', 4), ('opportunity', 4)]"
https://futurice.com/blog/the-rules-of-react-hooks-and-how-we-messed-up,"['useeffect', 'useeffect', 'react', 'usestate', 'hook']","['react hooks', 'hooks react', 'hooks useeffect', 'useeffect hook']","[('hook', 30), ('react', 27), ('rule', 16), ('component', 15), ('function', 13), ('state', 12), ('start', 10), ('learn', 8), ('effect', 8), ('useeffect', 8)]"
https://futurice.com/blog/people-of-tammerforce-taru,"['developereducation', 'tammerforce', 'taru', 'engineeringjoine', 'career']","['software developereducation', 'tammerforce taru', 'taru tammerforce', 'taru tammerforceans']","[('taru', 17), ('work', 9), ('software', 9), ('team', 6), ('futurice', 6), ('development', 6), ('job', 5), ('learn', 5), ('tammerforce', 4), ('summer', 4)]"
https://futurice.com/blog/people-of-tammerforce-antti,"['tech', 'tammerforce', 'codecademy', 'antti', 'consultancy']","['computer sciencejoined', 'tech leadeducation', 'university tampere', 'tammerforce antti']","[('antti', 14), ('work', 14), ('software', 11), ('futurice', 7), ('client', 7), ('tammerforce', 5), ('different', 5), ('consultancy', 5), ('role', 5), ('study', 5)]"
https://futurice.com/blog/building-a-more-digital-healthcare-sector-with-the-connected-health-kit,"['digitalization', 'healthcare', 'service', 'futurice', 'tech']","['healthcare digital', 'digital healthcare', 'digital health', 'connected health']","[('kit', 30), ('healthcare', 24), ('digital', 20), ('health', 18), ('connected', 16), ('use', 15), ('service', 11), ('design', 10), ('process', 10), ('workflow', 10)]"
https://futurice.com/blog/people-of-tammerforce-joona,"['designereducation', 'joona', 'joonaposition', 'tammer', 'skilled']","['joona career', 'tammerforce joona', 'designer joonaposition', 'working joona']","[('joona', 15), ('work', 12), ('design', 10), ('futurice', 9), ('client', 5), ('tammerforce', 4), ('hand', 4), ('feel', 4), ('need', 4), ('say', 4)]"
https://futurice.com/blog/tammerforce-people-anni,"['anni', 'futuricean', 'tammerforce', 'tampere', 'employee']","['tammerforce anni', 'role anni', 'anni job', 'anni career']","[('anni', 14), ('futurice', 9), ('tammerforce', 8), ('team', 8), ('work', 7), ('career', 5), ('learn', 5), ('want', 5), ('human', 5), ('care', 5)]"
https://futurice.com/blog/people-of-tammerforce-enni,"['futurice', 'enni', 'futuricean', 'futucare', 'tammerforce']","['tammerforce enni', 'futurice summer', 'company enni', 'futurice 2019']","[('enni', 15), ('futurice', 9), ('join', 7), ('summer', 7), ('tammerforce', 6), ('different', 6), ('futucare', 5), ('lot', 5), ('project', 5), ('development', 5)]"
https://futurice.com/blog/people-of-tammerforce-juan,"['juan', 'juanposition', 'tammer', 'applicant', 'technologyjoine']","['tammerforce juan', 'juan recruitment', 'technology juan', 'development juan']","[('juan', 19), ('futurice', 11), ('work', 7), ('recruitment', 7), ('team', 6), ('people', 4), ('tammerforce', 4), ('lahti', 4), ('information', 4), ('interested', 4)]"
https://futurice.com/blog/people-of-tammerforce-rudolf,"['tammerforce', 'futurice', 'tammerforcean', 'rudolfposition', 'coacheducation']","['tammerforce rudolf', 'rudolf futurice', 'futurice tech', 'studiesjoined tammerforce']","[('rudolf', 15), ('futurice', 9), ('day', 7), ('client', 5), ('people', 4), ('tammerforce', 4), ('finland', 4), ('work', 4), ('agile', 3), ('experience', 3)]"
https://futurice.com/blog/interview-with-mobility-expert-albert-vogl-bader-carployee,"['mobility', 'commute', 'commuter', 'carpoole', 'occupancy']","['predictive mobility', 'sustainable commuter', 'mobility habits', 'commuter mobility']","[('mobility', 37), ('change', 11), ('carployee', 10), ('datum', 9), ('work', 9), ('model', 8), ('habit', 8), ('future', 8), ('commuting', 7), ('global', 6)]"
https://futurice.com/blog/in-the-energy-market-data-is-the-new-sustainable-revenue-source,"['energy', 'monetize', 'revenue', 'investment', 'regulation']","['energy market', 'energy business', 'revenue streams', 'energy companies']","[('datum', 32), ('business', 15), ('energy', 14), ('value', 11), ('new', 9), ('revenue', 9), ('company', 8), ('build', 8), ('collect', 8), ('start', 7)]"
https://futurice.com/blog/smart-mobility-webinar-uk-public-transport,"['mobility', 'provider', 'innovation', 'handle', 'tfl']","['tfl services', 'communications tfl', 'mobility service', 'tfl sustainability']","[('change', 16), ('service', 15), ('tfl', 14), ('national', 14), ('express', 14), ('digital', 14), ('work', 10), ('bring', 10), ('lner', 9), ('team', 9)]"
https://futurice.com/blog/energy-expert-interview-with-henrik-schapp-greencom-networks,"['renewable', 'infrastructure', 'decentralise', 'tesla', 'greencom']","['decentralised energy', 'energy sector', 'energy providers', 'renewables greencom']","[('energy', 46), ('renewable', 16), ('customer', 10), ('greencom', 9), ('sector', 9), ('iot', 8), ('need', 8), ('asset', 8), ('generation', 8), ('demand', 8)]"
https://futurice.com/blog/how-we-co-created-our-tech-strategy,"['technological', 'technology', 'strategy', 'tech', 'agile']","['technology strategy', 'tech strategy', 'create technology', 'technology business']","[('strategy', 34), ('technology', 23), ('business', 15), ('people', 14), ('level', 14), ('process', 13), ('work', 12), ('tech', 12), ('need', 11), ('specialty', 10)]"
https://futurice.com/blog/interview-with-dr-anne-sophie-geier-spitzenverband-digitale,"['digitale', 'gesundheitsversorgung', 'healthcare', 'provider', 'spitzenverband']","['digitale gesundheitsversorgung', 'german healthcare', 'healthcare digital', 'digital healthcare']","[('health', 20), ('healthcare', 18), ('digital', 16), ('need', 13), ('care', 11), ('digitale', 9), ('solution', 9), ('new', 9), ('system', 8), ('germany', 8)]"
https://futurice.com/blog/the-power-shift-how-will-decentralized-markets-change-the-energy-industry,"['renewable', 'market', 'consumer', 'electricity', 'decentralise']","['energy markets', 'markets energy', 'market energy', 'energy market']","[('energy', 71), ('community', 31), ('market', 27), ('company', 16), ('decentralized', 14), ('storage', 11), ('demand', 11), ('datum', 9), ('change', 8), ('benefit', 8)]"
https://futurice.com/blog/best-practices-for-creating-fast-business-value-from-data-and-analytics,"['analytic', 'business', 'datum', 'capability', 'efficiency']","['developing analytics', 'analytics solutions', 'analytics based', 'analytics using']","[('datum', 18), ('business', 16), ('fortum', 11), ('user', 11), ('end', 10), ('value', 9), ('analytic', 9), ('vr', 9), ('system', 8), ('create', 7)]"
https://futurice.com/blog/care-space-and-time,"['community', 'pandemic', 'care', 'embrace', 'tip']","['building community', 'embrace community', 'strengthen community', 'community strengthen']","[('community', 12), ('space', 8), ('people', 8), ('care', 7), ('create', 7), ('team', 7), ('coffee', 7), ('remote', 7), ('work', 6), ('year', 5)]"
https://futurice.com/blog/microsoft-azure-advanced-specialization,"['azure', 'cloud', 'application', 'workload', 'deployment']","['advanced azure', 'azure futurice', 'implement azure', 'azure specialization']","[('azure', 11), ('web', 10), ('microsoft', 8), ('advanced', 7), ('modernization', 6), ('specialization', 6), ('partner', 6), ('futurice', 5), ('applications', 5), ('service', 5)]"
https://futurice.com/blog/futuriceans-coming-together-to-address-gender-bias-in-tech,"['project', 'gender', 'ideate', 'futurice', 'innovation']","['gender biases', 'gender bias', 'innovation women', 'female developers']","[('woman', 39), ('2019', 18), ('girl', 17), ('man', 16), ('technology', 16), ('gender', 14), ('research', 14), ('bias', 12), ('male', 12), ('female', 12)]"
https://futurice.com/blog/design-activism-for-a-better-world-every-day-tools,"['canvas', 'canvas', 'client', 'design', 'innovation']","['new canvases', 'client projects', 'canvases client', 'design activism']","[('need', 12), ('canvas', 11), ('small', 10), ('win', 10), ('service', 10), ('new', 9), ('impact', 9), ('tool', 7), ('question', 7), ('creation', 6)]"
https://futurice.com/blog/girls-takeover-a-memorable-day-as-the-ceo-of-futurice,"['gender', 'takeover', 'tech', 'jessica', 'opportunity']","['girls takeover', 'changing gender', 'roles female', 'increasing gender']","[('girl', 11), ('futurice', 9), ('technology', 8), ('want', 6), ('day', 5), ('learn', 5), ('improve', 5), ('opportunity', 5), ('feel', 5), (' ', 5)]"
https://futurice.com/blog/5-energy-trends-to-watch-out-for-in-2021,"['customer', 'trend', 'stakeholder', 'energy', 'infrastructure']","['energy trends', 'consumers energy', 'energy providers', 'trends energy']","[('energy', 31), ('customer', 13), ('company', 13), ('grid', 11), ('need', 9), ('change', 8), ('market', 8), ('datum', 8), ('centricity', 6), ('smart', 6)]"
https://futurice.com/blog/20-quotes-about-being-a-summer-intern-at-futurice,"['summer', 'intern', 'onboarde', 'career', 'develop']","['summer intern', 'summer job', 'summer hire', 'experience summer']","[('summer', 46), ('worker', 27), ('developer', 20), ('software', 18), ('futurice', 15), ('learn', 13), ('work', 11), ('project', 8), ('2017', 8), ('senior', 8)]"
https://futurice.com/blog/a-new-job-in-the-year-of-corona,"['career', 'tampere', 'office', 'miika', 'overwatch']","['tampere office', 'tampere hobbies', 'studying tampere', 'miika developer']","[('people', 12), ('futurice', 11), ('work', 11), ('feel', 11), ('like', 9), ('tampere', 8), ('career', 6), ('interview', 6), ('new', 5), ('time', 5)]"
https://futurice.com/blog/smarter-operations-through-data-and-analytics,"['enterprise', 'analytic', 'logistic', 'operation', 'incrementally']","['analytics business', 'enterprise data', 'incrementally business', 'erp tools']","[('business', 20), ('datum', 19), ('operation', 13), ('need', 13), ('analytic', 10), ('end', 9), ('enable', 8), ('time', 8), ('system', 8), ('case', 7)]"
https://futurice.com/blog/futustories-nine-things-ive-learned-by-antti,"['collaboration', 'task', 'organize', 'agile', 'client']","['collaboratively deliver', 'team collaboration', 'solution collaboratively', 'agile collaborative']","[('experience', 10), ('work', 9), ('different', 9), ('culture', 9), ('time', 8), ('good', 7), ('thing', 6), ('learn', 6), ('mean', 6), ('team', 6)]"
https://futurice.com/blog/futustories-one-day-with-software-and-business-developer-antti,"['developer', 'client', 'communicate', 'reward', 'antti']","['developers focus', 'doing development', 'software developer', 'development work']","[('work', 17), ('community', 6), ('inspire', 6), ('thing', 6), ('people', 6), ('developer', 5), ('outside', 5), ('new', 5), ('enjoy', 5), ('day', 4)]"
https://futurice.com/blog/predictive-healthcare-bci,"['epilepsy', 'epileptic', 'seizure', 'electroencephalography', 'diagnostic']","['feasible epilepsy', 'seizure activity', 'emily epilepsy', 'seizures using']","[('datum', 20), ('model', 20), ('eeg', 12), ('seizure', 11), ('\n', 10), ('set', 9), ('emg', 8), ('health', 6), ('activity', 6), ('signal', 6)]"
https://futurice.com/blog/smart-mobility-webinar-auto-retail,"['retail', 'dealership', 'automotive', 'mobility', 'webinar']","['auto retail', 'automotive retail', 'retail discussed', 'interaction dealerships']","[('retail', 9), ('future', 8), ('auto', 8), ('customer', 6), ('webinar', 5), ('need', 4), ('journey', 4), ('recent', 3), ('conversation', 3), ('simon', 3)]"
https://futurice.com/blog/interview-with-jens-waldmann-founder-adjutem,"['medtech', 'biomedical', 'clinical', 'manufacturer', 'adjutem']","['challenges medtech', 'adjutem medtech', 'transforming medtech', 'medtech industry']","[('product', 22), ('need', 15), ('device', 14), ('company', 14), ('medical', 13), ('regulatory', 13), ('user', 10), ('small', 9), ('medtech', 9), ('industry', 9)]"
https://futurice.com/blog/my-open-source-journey,"['library', 'itune', 'software', 'file', 'metadata']","['open source', 'files itunes', 'metadata itunes', 'metadata software']","[('time', 16), ('start', 11), ('work', 11), ('learn', 10), ('open', 9), ('source', 9), ('get', 9), ('language', 9), ('haskell', 9), ('programming', 8)]"
https://futurice.com/blog/futustories-sharing-stories-behind-futurice-meet-bence-junior-designer,"['designer', 'design', 'opportunity', 'car', 'futurice']","['car designer', 'designer studied', 'designer car', 'designer futurice']","[('futurice', 10), ('office', 10), ('designer', 7), ('want', 7), ('culture', 6), ('people', 6), ('design', 5), ('new', 5), ('car', 5), ('time', 5)]"
https://futurice.com/blog/energy-expert-interview-with-chris-baumann-tado,"['thermostat', 'thermostat', 'heat', 'energy', 'smart']","['smart thermostats', 'smart energy', 'thermostats smart', 'energy thermostats']","[('energy', 26), ('user', 24), ('datum', 19), ('smart', 19), ('tado', 10), ('°', 9), ('product', 9), ('thermostat', 9), ('use', 8), ('time', 7)]"
https://futurice.com/blog/why-the-future-of-medtech-depends-on-world-class-digital-services,"['medtech', 'digital', 'hardware', 'service', 'technology']","['digital service', 'services digital', 'embrace digital', 'future medtech']","[('service', 25), ('patient', 18), ('user', 17), ('digital', 15), ('healthcare', 15), ('device', 13), ('medtech', 12), ('need', 12), ('industry', 11), ('end', 11)]"
https://futurice.com/blog/three-vital-components-of-a-data-enabled-organisation,"['datum', 'organizational', 'leadership', 'implement', 'strategy']","['data governance', 'data strategy', 'organizational data', 'data mindset']","[('data', 34), ('datum', 32), ('organisation', 11), ('enable', 10), ('strategy', 10), ('governance', 10), ('culture', 10), ('business', 9), ('value', 8), ('employee', 7)]"
